Text,Class,PureText,ConEmoji,Emojis,Con_emoji_meanings
 මත් පෙති ලක්ෂයකට අධික ප්‍රමාණයක් අත්අඩංගුවට     ,Neutral, මත් පෙති ලක්ෂයකට අධික ප්‍රමාණයක් අත්අඩංගුවට     ,,,
 කාමරේ මුළු පුරා නෙක පොත පත විසිරිලා මං ඔහේ ඉන්නව බල බලා  😵,Neutral, කාමරේ මුළු පුරා නෙක පොත පත විසිරිලා මං ඔහේ ඉන්නව ඉතින් බල බලා  ,😵,😵,knockedout face
 නුඹ කරන චෝදනා මුලු හිතම පාරලා 😢  ආදරේ මෙච්චර වේදනා  👇,Neutral, නුඹ කරන චෝදනා මුලු හිතම පාරලා   ආදරේ ඇයි මෙච්චර වේදනා  ,😢,😢 👇,crying face
 නායකත්වයව කණ්ඩායම් පිලිබද ගෝඨාභය රාජපක්ෂගේ අදහස     ,Neutral, නායකත්වයව සහ කණ්ඩායම් පිලිබද ගෝඨාභය රාජපක්ෂගේ අදහස     ,,,
 තමන්ව විස්වාස කරන පිරිමියාගේ විස්වාසය රකින්න එතකොට ගැහැණිය තියෙන ගෞරවයත් රැකේවී     ,Neutral, තමන්ව විස්වාස කරන පිරිමියාගේ විස්වාසය රකින්න එතකොට ගැහැණිය ගැන තියෙන ගෞරවයත් රැකේවී     ,,,
 රනිල් තුමනි ගුවන් යානා නොඑන ගුවන් තොටුපළ  🚫  සුදු අලියෙක් පත්වීමට ඉඩ තිබුණු වරාය නගරය විදේශීය ආයෝජන  💰  කාන්දමක් අද්දවන වාණිජ නගරයක් පත් කිරීමේ කර්තව්‍යයට මුළු රටම ඔබට අද ණයගැතියි එ් ණය අර බැංකු සීන් එකට හිලව් කරගන්න බැරි වෙයිද දන්නේ නැහැ  💵,Political, රනිල් තුමනි ගුවන් යානා නොඑන ගුවන් තොටුපළ    මෙන් තවත් සුදු අලියෙක් බවට පත්වීමට ඉඩ තිබුණු වරාය නගරය විදේශීය ආයෝජන    කාන්දමක් ලෙස අද්දවන වාණිජ නගරයක් බවට පත් කිරීමේ කර්තව්‍යයට මුළු රටම ඔබට අද ණයගැතියි එ් ණය අර මහ බැංකු සීන් එකට හිලව් කරගන්න බැරි වෙයිද දන්නේ නැහැ  ,,🚫 💰 💵,
 මං විශ්රවස් නං ඔය කථාව ලියන වල්පරයෙගෙ පුක තුන්සිය බිලියන විසි එක දෙබිලියන දහසයට පැලෙන්න කියලා සාප කරනවා ,Sexism, මං විශ්රවස් නං ඔය කථාව ලියන වල්පරයෙගෙ පුක තුන්සිය බිලියන විසි එක දෙබිලියන දහසයට පැලෙන්න කියලා සාප කරනවා ,,,
 සහජීවනය කියන්නේ සැම ආගමකට ජාතියකටම ගරු කිරිම සැම ආගමකට ජාතියකටම පුක දීම නෙවෙයි ,Sexism, සහජීවනය කියන්නේ සැම ආගමකට ජාතියකටම ගරු කිරිම මිස සැම ආගමකට ජාතියකටම පුක දීම නෙවෙයි ,,,
   හුත්තො  😂  ෆේක් එකක්  😂,Sexism,   හුත්තො    ෆේක් එකක්  ,😂 😂,😂 😂,face tears joy face tears joy
  සර්ලයි පුක තන් බ්‍රා ඕනිම ශෝල්ඩර් මිනිහෙක්ගෙ වගේ කියල හදන්න අපිට පොටෝසොප් බෑනෙ ,Sexism,  සර්ලයි පුක නෑ තන් නෑ බ්‍රා ඕනිම නෑ ශෝල්ඩර් මිනිහෙක්ගෙ වගේ කියල හදන්න අපිට පොටෝසොප් බෑනෙ ,,,
 මට මෙච්චර කාලෙකට ඉඳගෙන ඉද්දි හිතිල තියෙන්නෙ දැන්නම් ඉඳගෙන ඉඳලම පුක රිදෙනව වගේ කියල විතරයි ප්‍රෙන්  🔫  ඉදගෙනඉද්දිහිතුනා ,Neutral, මට මෙච්චර කාලෙකට ඉඳගෙන ඉද්දි හිතිල තියෙන්නෙ දැන්නම් ඉඳගෙන ඉඳලම පුක රිදෙනව වගේ කියල විතරයි ප්‍රෙන්    ඉදගෙනඉද්දිහිතුනා ,,🔫,
  ඩොට් ඩොට් විතරක් නෙමේ ටීවී එකේ අවුලක් තියනවා වගේ ලොකුයි තමා හැමෝම දන්නවා  වුනාට ඔච්චරම ලොකු මයෙ හිතේ  🔫  පුක ,Sexism,  ඩොට් ඩොට් විතරක් නෙමේ ටීවී එකේ තව අවුලක් තියනවා වගේ ලොකුයි තමා හැමෝම දන්නවා  ඒ වුනාට ඔච්චරම ලොකු නෑ මයෙ හිතේ    පුක ,,🔫,
 බුදාම්බෝ හුත්තො වට්දපක්  💯,Sexism, බුදාම්බෝ හුත්තො වට්දපක්  ,,💯,
   ආයෙත් අහල අපි මෙහෙ පුක ඉරාගෙන උන්ගෙ මැච් බලනව ,Neutral,   ආයෙත් අහල අපි මෙහෙ පුක ඉරාගෙන උන්ගෙ මැච් බලනව ,,,
😂 🤣 😂 🤣 😂 🤣 😂 🤣 සිරි ලංකොන් කැරි කොට්  😂 🤣 😂 🤣 😂 🤣 😂 🤣 ,Sexism,        සිරි ලංකොන් කැරි කොට්          ,😂 😂 😂 😂 😂 😂 😂 😂,😂 🤣 😂 🤣 😂 🤣 😂 🤣 😂 🤣 😂 🤣 😂 🤣 😂 🤣,face tears joy face tears joy face tears joy face tears joy face tears joy face tears joy face tears joy face tears joy
